"net_tfa","age","inc","educ","fsize","marr","twoearn","db","pira","hown","p401","e401"
0,43,12828,11,5,0,0,0,0,1,0,0
2000,41,82200,12,4,1,1,1,0,1,0,0
0,61,40770,12,2,1,1,0,0,0,0,0
-700,35,18903,12,5,1,0,0,0,1,0,0
0,39,11808,5,5,1,1,0,0,0,0,0
23820,48,23640,15,1,0,0,1,1,0,0,0
10500,26,25860,16,1,0,0,0,0,1,0,0
4922,52,32826,14,6,1,0,0,1,1,0,0
17000,49,23100,18,1,0,0,0,0,1,0,0
-800,53,26622,10,3,1,1,1,0,1,0,0
-700,42,26190,12,4,1,1,0,0,1,0,0
-1100,45,28524,12,3,0,0,0,0,0,0,0
0,60,15723,7,1,0,0,0,0,1,0,0
-7700,28,34503,14,3,1,1,0,0,1,0,0
18800,43,50550,18,1,0,0,1,0,1,0,0
0,36,25866,16,3,0,0,0,0,0,0,0
-3100,48,24090,8,3,1,1,0,0,1,0,0
-1451,39,18990,18,1,0,0,0,0,1,0,0
-2550,38,27930,13,4,1,0,0,0,1,0,0
0,31,8670,12,4,1,0,0,0,0,0,0
-7000,52,53955,12,4,1,1,0,0,1,0,0
-5901,28,39045,12,2,1,1,0,0,0,0,0
53712,62,29841,18,1,0,0,1,1,1,0,0
-700,27,25500,14,1,0,0,0,0,0,0,0
0,40,8031,12,2,0,0,0,0,0,0,0
-3250,32,29940,12,6,1,0,0,0,1,0,0
18700,51,30030,12,3,0,0,1,1,1,0,0
-1060,41,25944,13,5,1,0,0,0,0,0,0
-550,50,6060,12,1,0,0,0,0,1,0,0
-495,31,10008,12,4,0,0,0,0,0,0,0
6807,46,11856,13,1,0,0,0,0,0,0,0
-295,32,25500,10,3,1,0,0,0,1,0,0
-4450,55,15150,9,4,1,0,0,0,1,0,0
6548,51,45003,12,4,1,1,0,0,1,0,0
-15550,54,32241,10,5,1,1,1,0,1,0,0
4399,55,33657,12,2,1,1,0,0,1,0,0
1010,29,76650,16,2,1,1,0,0,1,0,0
600,60,16980,12,4,1,1,0,0,0,0,0
-18880,35,42930,16,3,1,1,0,0,1,0,0
-2450,30,15300,6,4,1,0,0,0,1,0,0
1150,26,37833,14,3,1,1,1,0,0,0,0
79400,55,68760,9,2,1,0,0,0,0,0,0
-8880,57,25200,12,1,0,0,0,0,1,0,0
36400,45,28875,12,2,0,0,1,1,1,0,0
3300,41,49356,17,4,1,1,0,1,1,0,0
-5400,42,16521,13,1,0,0,0,0,1,0,0
964,26,22305,12,4,1,1,0,0,0,0,0
99,41,19590,12,1,0,0,0,0,1,0,0
100,35,40572,8,1,0,0,1,0,0,0,0
5795,27,45219,18,1,0,0,0,0,0,0,0
599,46,24996,14,2,0,0,0,0,1,0,0
200,44,34539,12,7,1,1,0,0,1,0,0
800,49,16335,14,2,0,0,0,1,0,0,0
-1950,63,14400,15,4,0,0,0,0,1,0,0
-5996,31,8085,12,4,1,0,0,0,0,0,0
-13551,34,62703,13,4,1,1,0,0,1,0,0
-5350,29,34923,12,1,0,0,0,0,0,0,0
-400,42,19848,10,4,1,1,0,0,1,0,0
-142,53,11523,12,3,1,0,0,0,1,0,0
-2600,30,8280,12,3,1,0,0,0,0,0,0
-627,36,12750,10,3,1,0,0,0,0,0,0
-150,45,15054,12,4,0,0,0,0,1,0,0
10000,42,38343,12,4,1,1,0,0,1,0,0
1295,36,56160,14,3,0,0,0,0,0,0,0
-800,25,13506,11,2,0,0,0,0,0,0,0
6000,40,37920,15,3,0,0,0,0,1,0,0
-8800,33,30828,12,5,1,0,0,0,1,0,0
0,52,21891,8,2,0,0,1,0,1,0,0
400,33,13749,12,1,0,0,0,0,0,0,0
16199,44,23055,18,1,0,0,0,1,1,0,0
-200,31,20436,12,4,1,0,0,0,0,0,0
154825,46,43086,18,3,0,0,1,0,1,0,0
-100,31,25803,13,5,1,1,0,0,1,0,0
-1011,25,10206,13,3,1,0,0,0,1,0,0
-33900,43,42024,16,2,1,1,0,0,0,0,0
0,41,24864,12,5,1,1,0,0,1,0,0
13449,51,39165,18,3,1,0,0,1,1,0,0
-4500,54,65550,16,3,1,1,1,0,1,0,0
-55,44,9693,12,4,0,0,0,0,0,0,0
-3200,33,13386,13,5,0,0,0,0,1,0,0
-1552,54,19371,12,3,1,0,1,0,0,0,0
-3875,41,56334,17,3,1,1,1,0,1,0,0
-4811,43,23463,16,1,0,0,0,0,0,0,0
-20050,43,74955,14,4,1,1,1,0,1,0,0
1746,44,31527,16,4,1,0,0,0,1,0,0
-2000,62,17340,12,1,0,0,1,0,0,0,0
5050,32,95961,17,2,1,1,1,1,0,0,0
-360,34,72375,12,4,1,1,0,0,1,0,0
-8005,39,74649,18,4,1,1,1,0,1,0,0
6107,52,26412,12,2,1,0,0,1,1,0,0
-1600,26,52320,16,2,1,1,1,0,1,0,0
-2400,54,61692,12,3,1,1,0,1,1,0,0
-5700,41,6741,15,2,0,0,0,0,1,0,0
47384,48,30543,16,1,0,0,0,0,0,0,0
0,40,24000,12,1,0,0,0,0,0,0,0
0,51,10509,8,2,1,0,0,0,0,0,0
-50,60,17544,12,2,0,0,0,0,1,0,0
4000,27,30300,12,4,1,0,0,1,0,0,0
10150,45,49551,12,3,1,0,0,1,1,0,0
48486,64,34881,8,2,1,0,0,1,1,0,0
3050,40,21645,12,2,0,0,0,1,1,0,0
-6000,34,19890,9,4,1,1,0,0,1,0,0
600,30,7884,8,2,0,0,0,0,0,0,0
-762,33,35757,14,1,0,0,1,0,0,0,0
-15047,31,7320,16,2,0,0,0,0,0,0,0
-500,55,18468,9,1,0,0,1,0,0,0,0
0,43,10500,8,5,1,0,0,0,0,0,0
3788,43,23667,12,1,0,0,0,1,0,0,0
2400,30,25650,12,1,0,0,0,0,0,0,0
19513,54,36636,11,3,1,1,1,1,1,0,0
999,44,12960,10,8,1,0,0,0,0,0,0
23800,30,91500,18,1,0,0,0,0,0,0,0
0,41,10200,10,4,0,0,0,0,1,0,0
0,42,8937,11,8,0,0,0,0,1,0,0
0,30,28629,12,3,1,1,0,0,1,0,0
-3998,34,5865,16,4,0,0,0,0,0,0,0
-19450,28,68229,18,1,0,0,0,0,1,0,0
-8700,45,61830,13,3,1,1,0,0,1,0,0
-4400,45,46071,12,4,1,1,0,0,1,0,0
12800,52,48000,12,3,1,1,0,1,0,0,0
-14850,46,25500,12,6,1,0,0,0,1,0,0
22499,53,37800,12,2,0,0,0,0,1,0,0
0,31,21129,11,7,1,0,0,0,0,0,0
250999,50,162597,18,4,1,0,0,1,1,0,0
0,39,25416,8,6,1,0,0,0,0,0,0
-3288,26,1275,16,1,0,0,0,0,0,0,0
35000,34,92097,18,4,1,0,0,0,1,0,0
12618,59,21843,11,2,0,0,0,0,1,0,0
53258,37,85926,15,3,1,1,0,1,1,0,0
-2090,32,35751,14,4,1,1,0,0,0,0,0
-6600,50,19965,13,1,0,0,0,1,0,0,0
-24800,47,24996,18,1,0,0,1,0,0,0,0
-11760,43,27168,7,6,1,0,0,0,1,0,0
-4456,37,30942,18,3,0,0,0,0,1,0,0
-7450,57,23394,9,1,0,0,1,0,1,0,0
-29001,61,49002,12,5,1,1,0,0,1,0,0
-5646,29,20400,14,4,1,0,0,0,1,0,0
-1000,33,31440,16,1,0,0,1,0,0,0,0
-6127,41,35478,7,2,1,1,1,0,1,0,0
0,55,10200,10,1,0,0,0,0,0,0,0
-2801,29,13890,15,2,0,0,0,0,0,0,0
22499,60,39288,10,2,1,0,0,1,1,0,0
-1100,53,4950,10,2,1,0,0,0,1,0,0
5290,52,47295,13,2,1,1,1,1,1,0,0
5000,35,11628,17,3,0,0,0,0,1,0,0
29000,30,29400,12,1,0,0,0,0,1,0,0
-2200,29,22680,12,6,1,0,0,0,0,0,0
-1751,32,41175,12,2,1,1,1,0,0,0,0
500,25,8889,12,1,0,0,0,0,1,0,0
110000,45,94776,18,1,0,0,0,0,1,0,0
-8900,37,50280,13,4,1,1,0,0,1,0,0
-18700,47,27150,14,3,0,0,1,0,0,0,0
21600,58,36900,12,2,1,0,0,0,1,0,0
19600,27,6096,12,1,0,0,1,0,1,0,0
1500,28,32430,12,3,1,0,0,0,0,0,0
0,40,8394,16,1,0,0,0,0,0,0,0
17517,42,49509,18,3,0,0,1,0,1,0,0
10220,49,18117,12,1,0,0,0,1,1,0,0
0,60,7830,12,1,0,0,0,0,1,0,0
449,43,27792,12,3,1,0,0,1,1,0,0
7997,39,62610,18,3,1,1,0,1,1,0,0
-19706,48,32349,11,4,1,1,0,0,0,0,0
92800,52,100596,18,2,0,0,0,0,1,0,0
-1490,30,34443,12,4,1,1,0,0,1,0,0
54997,55,27000,10,2,1,1,0,1,0,0,0
2499,28,47070,12,2,1,1,0,0,1,0,0
-15500,48,20592,15,2,1,0,0,0,1,0,0
299,36,12243,12,2,0,0,0,0,0,0,0
6973,44,84993,14,3,1,1,0,0,1,0,0
-3610,31,9369,12,3,0,0,0,0,0,0,0
26749,55,45990,6,5,1,1,0,1,1,0,0
345603,52,110952,12,5,1,1,0,1,1,0,0
1499,46,56094,12,2,1,1,1,0,1,0,0
1200,50,31296,12,3,1,0,0,0,1,0,0
-5900,52,30045,12,4,1,1,1,1,1,0,0
343,38,31938,12,4,1,0,0,0,1,0,0
420,41,16740,11,2,0,0,1,0,0,0,0
2200,48,28812,16,2,0,0,1,1,1,0,0
30849,31,22722,18,2,1,0,0,1,1,0,0
-26280,34,44775,16,4,1,0,0,0,0,0,0
800,36,4458,12,3,1,1,0,0,0,0,0
0,53,13770,3,3,1,0,0,0,1,0,0
-600,44,47250,14,1,0,0,0,0,1,0,0
12500,64,18738,11,2,1,1,0,1,1,0,0
0,38,15321,12,1,0,0,0,0,0,0,0
-870,31,27720,13,2,1,1,0,0,1,0,0
849,25,20448,13,1,0,0,1,0,0,0,0
-1154,33,39234,14,4,1,1,0,0,0,0,0
-7200,47,39525,16,3,0,0,0,0,1,0,0
10325,56,1188,8,1,0,0,0,1,0,0,0
-4300,28,45090,12,2,1,1,0,0,1,0,0
-4095,41,19413,12,4,0,0,0,0,1,0,0
2526,25,47322,16,2,1,1,0,0,1,0,0
76000,64,30432,13,2,1,0,0,1,0,0,0
-2050,26,26430,14,2,1,1,0,0,0,0,0
11654,29,44952,13,4,1,0,0,0,0,0,0
-2400,46,56388,18,5,1,1,1,0,1,0,0
0,46,24126,12,8,1,0,0,0,0,0,0
1351,57,14676,12,2,1,1,0,1,1,0,0
1600,41,33225,18,1,0,0,0,1,0,0,0
7600,43,26580,12,3,0,0,0,0,1,0,0
950,27,38670,12,4,1,1,0,0,1,0,0
11599,37,38697,16,1,0,0,1,0,0,0,0
1247,44,35700,13,4,1,1,0,0,1,0,0
255,38,57609,12,4,1,1,0,0,1,0,0
-1500,28,16380,14,3,0,0,0,0,0,0,0
-250,37,20676,14,3,1,1,0,0,0,0,0
16500,33,108300,16,4,1,1,0,1,1,0,0
-9000,28,19680,12,2,1,1,0,0,0,0,0
43599,42,28515,12,6,1,0,0,0,1,0,0
6368,31,62730,16,3,1,0,0,1,1,0,0
2000,41,12588,13,2,0,0,0,0,1,0,0
-7751,55,56103,12,5,1,1,0,1,1,0,0
13697,33,32442,12,3,1,1,0,0,0,0,0
1020,31,21630,12,1,0,0,0,0,0,0,0
62950,40,99567,18,4,1,0,0,1,1,0,0
1800,45,24426,12,1,0,0,1,0,1,0,0
19550,29,37650,16,2,1,1,0,1,1,0,0
-5800,38,44400,16,1,0,0,0,0,1,0,0
-1925,56,14703,10,1,0,0,1,0,1,0,0
4035,53,28317,11,2,1,0,0,0,1,0,0
9600,59,23445,12,2,1,0,0,1,1,0,0
6075,62,6948,13,1,0,0,0,1,1,0,0
-5380,34,15684,16,1,0,0,1,0,0,0,0
2900,42,69375,16,1,0,0,0,0,0,0,0
21000,34,39210,17,2,0,0,1,1,0,0,0
230500,45,76428,18,2,1,1,1,1,1,0,0
1400,63,25548,12,4,0,0,0,0,1,0,0
95,34,17253,12,2,1,0,1,0,1,0,0
33649,53,42900,12,1,0,0,1,1,1,0,0
25550,60,3555,14,2,1,0,0,1,1,0,0
1152,48,26349,6,3,1,1,1,0,1,0,0
160,41,16287,6,7,1,0,0,0,1,0,0
300,34,13818,12,3,1,0,0,0,1,0,0
11350,32,24807,13,4,1,1,1,0,1,0,0
-7575,40,35688,12,4,1,1,0,0,0,0,0
-888,40,24645,12,5,1,1,0,0,1,0,0
-6900,25,8250,14,1,0,0,0,0,0,0,0
400,41,13632,12,2,0,0,0,0,0,0,0
-80,30,13980,12,3,0,0,0,0,0,0,0
-5551,32,24666,13,3,0,0,0,0,1,0,0
0,33,23601,10,4,0,0,1,0,0,0,0
249,55,15135,14,1,0,0,0,0,0,0,0
300,50,30660,12,3,1,1,1,0,0,0,0
100,30,11820,12,3,0,0,0,0,0,0,0
185500,51,65220,18,3,1,0,0,1,1,0,0
6971,32,74862,18,3,1,1,1,1,1,0,0
12000,35,51360,16,1,0,0,0,1,1,0,0
2000,29,17970,12,3,1,0,0,0,1,0,0
-2681,39,21459,14,2,0,0,1,0,1,0,0
130,25,37236,13,3,1,1,0,1,1,0,0
0,64,10200,8,2,0,0,0,0,0,0,0
4500,37,44316,13,2,1,0,0,0,1,0,0
11109,48,32565,12,1,0,0,0,0,1,0,0
500,41,34950,16,3,0,0,0,0,1,0,0
35499,27,77781,18,2,1,1,1,1,1,0,0
-800,55,12780,8,3,1,0,0,0,1,0,0
38177,60,39393,11,2,1,0,0,1,1,0,0
-920,31,44241,12,3,0,1,0,0,1,0,0
2029,53,19956,16,1,0,0,0,0,0,0,0
54253,52,50544,18,2,0,0,1,1,1,0,0
17600,37,59580,12,3,1,1,0,1,1,0,0
4256,38,55377,12,4,1,1,0,1,1,0,0
-6900,41,19170,16,1,0,0,1,0,1,0,0
-399,25,17646,12,3,1,0,0,0,0,0,0
-7000,34,17445,12,4,1,1,0,0,1,0,0
20200,27,9240,16,1,0,0,0,1,1,0,0
12250,46,61521,12,5,0,0,1,1,1,0,0
90500,38,101886,16,2,0,0,1,1,1,0,0
13828,62,31692,8,2,1,0,0,1,1,0,0
0,54,10800,12,1,0,0,0,0,0,0,0
-2350,25,13377,12,1,0,0,0,0,0,0,0
175999,63,61476,16,2,1,1,0,1,1,0,0
-16200,26,7440,13,4,1,0,0,0,0,0,0
0,46,6000,14,2,0,0,0,0,0,0,0
0,54,26316,12,1,0,0,0,0,1,0,0
2117,57,50916,14,2,1,1,0,1,1,0,0
-17300,42,73362,14,5,1,1,0,0,1,0,0
268,34,29205,12,6,1,1,0,0,0,0,0
-2462,28,48558,12,4,1,1,1,0,0,0,0
-500,40,6774,10,3,0,0,0,0,0,0,0
174999,52,16509,18,1,0,0,1,1,1,0,0
1800,49,25608,3,1,0,0,0,0,0,0,0
-10500,36,27600,15,4,0,0,0,0,0,0,0
-2140,29,22440,12,3,1,0,0,0,0,0,0
34418,32,169404,17,2,1,1,0,1,1,0,0
-8000,40,37368,12,6,1,1,0,0,1,0,0
0,38,92253,18,3,0,0,1,1,0,0,0
29648,30,85569,16,2,1,1,0,1,0,0,0
-300,46,2205,12,6,0,0,0,0,0,0,0
-3647,25,37371,16,1,0,0,0,0,0,0,0
350,29,23940,11,3,1,1,1,0,1,0,0
-8538,31,57786,18,2,1,1,0,0,0,0,0
300,46,12018,11,1,0,0,0,0,0,0,0
650,38,15612,16,3,0,0,1,0,1,0,0
5855,59,26664,12,1,0,0,1,0,1,0,0
12899,46,47520,15,4,1,1,1,1,1,0,0
-24500,55,23208,12,3,1,0,0,0,0,0,0
100,38,21978,12,1,0,0,1,0,1,0,0
0,30,6471,14,4,0,0,0,0,0,0,0
7000,25,41856,12,3,1,1,0,0,0,0,0
-16431,33,26880,17,3,1,1,0,0,0,0,0
0,59,9705,1,1,0,0,0,0,0,0,0
3129,25,18162,13,1,0,0,0,0,1,0,0
2725,25,15390,17,1,0,0,0,0,0,0,0
450,35,48615,12,4,1,1,1,0,0,0,0
0,28,17700,10,1,0,0,0,0,0,0,0
-20,56,18402,12,4,1,1,0,0,1,0,0
300,49,60150,14,3,1,1,1,0,1,0,0
1400,25,37257,18,2,1,1,0,0,1,0,0
1300,31,32589,12,4,1,1,0,0,1,0,0
1046,27,10857,12,1,0,0,0,0,1,0,0
22227,38,35247,12,1,0,0,1,1,0,0,0
-19425,34,29430,16,2,0,0,0,0,0,0,0
13400,34,55986,13,6,1,0,0,0,1,0,0
0,40,12150,12,1,0,0,0,0,0,0,0
2199,53,26295,18,1,0,0,1,0,1,0,0
-6705,32,49329,16,2,1,1,0,0,1,0,0
-2425,33,5868,15,3,0,0,0,0,0,0,0
-1900,55,29097,12,2,1,1,0,0,1,0,0
7999,47,74970,12,4,1,1,1,0,1,0,0
14299,32,23718,16,1,0,0,0,1,0,0,0
184100,61,97044,16,2,1,0,0,1,1,0,0
2600,30,40800,11,2,1,1,0,0,1,0,0
1850,37,14130,18,1,0,0,0,0,0,0,0
-2400,54,18255,12,3,0,0,1,0,1,0,0
-8501,32,53700,16,4,1,1,0,0,0,0,0
0,27,12369,12,2,0,0,0,0,0,0,0
59000,50,22824,12,1,0,0,1,1,1,0,0
-1889,48,41007,12,2,1,1,1,0,1,0,0
-21498,45,34002,12,3,1,0,0,1,0,0,0
-400,28,11832,12,1,0,0,0,0,0,0,0
18600,41,42060,16,4,1,1,1,1,1,0,0
5499,64,18090,9,1,0,0,1,1,0,0,0
0,28,8088,12,3,0,0,0,0,0,0,0
600,32,62700,13,2,0,0,0,0,0,0,0
114900,63,29013,12,2,1,0,0,1,1,0,0
7,32,9228,12,1,0,0,0,0,0,0,0
1339,52,14460,1,3,1,0,0,0,1,0,0
-2480,32,61722,13,3,1,1,0,0,1,0,0
2750,32,43560,13,4,1,0,0,0,1,0,0
2100,32,26973,12,5,1,0,0,0,1,0,0
-300,61,17430,12,4,0,0,0,0,0,0,0
17700,41,61953,14,4,1,1,1,0,1,0,0
-4050,40,35475,18,3,0,0,0,0,0,0,0
95,26,6663,12,4,0,0,0,0,0,0,0
0,25,11220,6,4,1,0,0,0,0,0,0
0,29,10200,12,3,0,0,0,0,1,0,0
2900,30,20559,14,3,0,0,1,0,0,0,0
0,42,9948,3,5,0,0,0,0,0,0,0
60015,37,26550,15,2,1,1,0,0,1,0,0
1800,60,16149,12,2,0,0,1,0,1,0,0
-10700,35,36000,18,1,0,0,0,0,0,0,0
110100,51,58959,14,1,0,0,0,1,0,0,0
334576,49,110760,18,4,1,1,0,1,1,0,0
-6550,28,7020,18,1,0,0,0,0,0,0,0
1400,28,43230,12,1,0,0,1,0,0,0,0
0,29,6375,16,2,1,0,0,0,0,0,0
6834,47,42951,6,3,1,0,0,0,1,0,0
11700,40,52350,12,2,1,1,0,1,1,0,0
100,26,20460,12,4,0,0,0,0,0,0,0
1249,58,8745,8,6,1,0,0,0,1,0,0
-500,52,26010,12,1,0,0,1,0,1,0,0
0,61,16200,10,2,1,1,0,0,0,0,0
0,40,9630,12,5,0,0,0,0,1,0,0
-2200,35,18576,11,5,1,0,0,0,1,0,0
137800,62,23535,16,1,0,0,0,1,0,0,0
99,30,41112,12,2,1,1,0,0,1,0,0
-7000,28,19770,12,4,1,1,1,0,1,0,0
-1030,46,17652,12,4,1,0,0,0,1,0,0
32500,53,101949,12,3,1,0,0,1,1,0,0
955,40,14640,12,2,0,0,0,1,1,0,0
11000,61,28050,16,2,1,0,0,1,1,0,0
1368,29,43281,12,3,1,1,0,1,0,0,0
100,36,25020,15,1,0,0,1,0,0,0,0
90,31,38319,12,3,1,1,0,0,0,0,0
300,38,10245,7,3,1,0,0,0,0,0,0
994,38,29640,13,4,1,1,1,0,1,0,0
-57000,45,34680,10,4,1,0,0,0,1,0,0
0,27,12954,12,5,1,0,0,0,1,0,0
300,32,9600,11,2,0,0,0,0,0,0,0
591,37,35889,14,4,1,0,0,0,1,0,0
14899,63,41064,12,3,1,0,0,1,1,0,0
133,49,56253,12,3,1,1,1,0,0,0,0
20399,35,50424,13,4,1,1,0,1,1,0,0
1299,43,24090,12,1,0,0,1,0,0,0,0
-9795,26,24168,13,1,0,0,0,0,0,0,0
5500,51,43590,17,2,0,0,0,1,1,0,0
-400,56,19434,14,5,1,0,0,0,0,0,0
39400,59,33921,12,2,1,0,0,1,1,0,0
-5004,49,36933,16,4,1,0,0,0,1,0,0
6215,25,16938,12,3,1,0,0,0,1,0,0
1205,30,25122,12,4,1,1,0,0,0,0,0
0,54,9180,6,5,1,1,0,0,1,0,0
200,38,43209,14,3,1,0,0,0,1,0,0
0,40,12960,10,1,0,0,0,0,0,0,0
0,39,13338,12,6,0,0,0,0,0,0,0
0,47,17850,7,6,1,0,0,0,1,0,0
12115,47,46983,12,4,1,1,0,0,1,0,0
42600,42,79650,12,3,1,1,0,1,1,0,0
47900,58,22050,8,1,0,0,0,1,1,0,0
34000,64,19374,12,2,1,1,0,1,1,0,0
1600,28,29427,16,6,1,1,0,0,1,0,0
4500,38,19416,12,2,0,0,1,0,0,0,0
14999,34,51408,12,2,1,1,0,0,1,0,0
28000,53,39978,15,1,0,0,0,1,0,0,0
0,36,20400,8,5,1,1,0,0,0,0,0
37173,51,37971,15,2,1,0,0,1,1,0,0
0,45,9960,12,4,1,1,0,0,0,0,0
-113,36,21369,12,2,0,0,0,0,1,0,0
2760,32,28560,18,4,1,0,0,1,1,0,0
3699,48,70590,18,4,1,1,1,0,1,0,0
-10391,30,3207,17,1,0,0,0,0,0,0,0
-3995,36,33360,12,4,1,1,0,0,1,0,0
-3264,25,27270,12,3,1,1,0,0,1,0,0
0,35,4653,11,5,0,0,1,0,0,0,0
0,43,11250,11,5,0,0,0,0,0,0,0
-3000,34,49500,16,3,0,0,0,0,1,0,0
8050,41,22335,13,3,0,0,0,1,1,0,0
100,44,12648,12,2,1,0,0,0,0,0,0
11400,26,15822,17,2,1,1,1,0,0,0,0
-248,41,14580,12,3,0,0,0,0,0,0,0
40800,42,32025,14,1,0,0,0,1,0,0,0
7500,34,48786,13,4,1,1,0,1,1,0,0
249,41,34794,16,1,0,0,1,0,0,0,0
47000,39,59400,12,3,1,1,0,0,1,0,0
0,27,8400,12,3,0,0,0,0,0,0,0
80,29,39606,14,2,1,1,0,0,0,0,0
-5700,32,28872,12,5,1,1,0,0,1,0,0
0,49,16812,12,4,1,1,0,0,1,0,0
0,25,19380,12,1,0,0,1,0,0,0,0
74350,36,19770,12,1,0,0,0,0,1,0,0
100,37,10710,10,1,0,0,0,0,0,0,0
-1200,27,28740,18,1,0,0,0,0,0,0,0
200,37,11040,13,4,1,0,0,0,0,0,0
-250,56,29700,12,3,1,0,0,0,1,0,0
20,30,19980,9,5,1,1,0,0,1,0,0
-1218,46,16374,6,6,1,0,0,0,1,0,0
2950,41,44790,12,2,1,1,0,0,1,0,0
1849,53,29304,12,2,1,1,0,0,1,0,0
0,30,15966,12,1,0,0,1,0,0,0,0
-1200,25,10200,15,1,0,0,0,0,0,0,0
223075,30,63750,16,1,0,0,1,1,0,0,0
220,43,45594,9,7,1,1,1,0,0,0,0
-14500,35,70290,12,4,1,0,0,0,1,0,0
34397,56,27021,18,1,0,0,0,0,1,0,0
12205,42,42813,18,4,1,1,1,0,1,0,0
3500,37,41514,12,4,1,1,0,0,1,0,0
1815,29,20490,12,1,0,0,0,0,1,0,0
100,39,5265,14,1,0,0,1,0,1,0,0
-12300,36,67005,14,5,1,0,0,0,1,0,0
11955,34,17352,13,1,0,0,0,1,0,0,0
19249,58,13065,14,1,0,0,0,1,0,0,0
19000,63,18549,3,2,1,0,0,0,1,0,0
700,25,25395,15,1,0,0,0,0,1,0,0
13050,29,17079,14,1,0,0,0,0,0,0,0
8420,42,66111,17,4,1,1,0,0,1,0,0
-10550,44,22248,6,8,1,1,0,0,1,0,0
-1050,36,26952,13,4,1,1,0,0,1,0,0
0,61,16320,11,2,1,0,0,0,0,0,0
-7953,59,42948,12,2,1,1,0,0,1,0,0
26500,47,51150,18,1,0,0,0,1,1,0,0
32700,60,45471,16,2,0,0,0,1,1,0,0
0,47,57924,12,4,1,0,0,0,0,0,0
1780,36,47733,14,2,1,1,0,0,1,0,0
-10100,35,17400,16,1,0,0,1,0,0,0,0
15108,55,23484,12,2,1,0,0,1,1,0,0
-700,59,13332,10,2,1,0,0,0,1,0,0
0,25,17850,12,1,0,0,0,0,0,0,0
-2000,46,70830,12,4,1,1,0,0,1,0,0
100,63,16536,9,3,1,0,0,0,1,0,0
-5700,27,64875,16,4,1,1,0,0,1,0,0
0,59,6843,12,2,0,0,0,0,0,0,0
2660,27,40110,12,2,1,1,0,0,0,0,0
-7700,37,56346,14,4,1,1,0,0,1,0,0
500,29,19644,12,4,0,0,0,0,0,0,0
-928,47,5652,8,1,0,0,1,0,0,0,0
1800,52,17625,11,1,0,0,0,1,0,0,0
47374,59,38283,12,3,1,0,0,1,1,0,0
968999,58,33915,1,2,1,0,0,1,1,0,0
27500,44,44205,12,4,1,1,0,0,0,0,0
-17550,45,48000,14,4,1,1,0,0,0,0,0
7899,60,29424,14,1,0,0,0,0,0,0,0
6900,37,69009,16,4,1,1,1,1,1,0,0
-5490,30,13275,12,1,0,0,0,0,1,0,0
-11900,32,69720,15,3,1,1,1,0,0,0,0
200,60,24432,15,2,1,1,0,0,1,0,0
110000,39,46791,16,4,1,0,0,1,0,0,0
300,45,15840,11,2,1,1,0,0,1,0,0
-10914,59,23808,9,2,1,0,1,0,1,0,0
29880,49,95460,17,5,1,1,0,0,1,0,0
2000,62,19236,8,1,0,0,0,0,0,0,0
0,49,16578,7,1,0,0,0,0,0,0,0
-193,31,16128,12,2,0,0,0,0,0,0,0
13,39,7023,8,5,0,0,1,0,0,0,0
40,51,23460,12,3,1,1,0,0,0,0,0
-850,35,18027,15,1,0,0,1,0,0,0,0
1207,56,28797,12,2,1,0,0,0,1,0,0
-10250,25,12555,16,2,0,0,0,0,0,0,0
19900,54,26760,14,3,1,0,0,1,1,0,0
600,52,13200,12,4,0,0,0,0,1,0,0
-2000,29,35643,12,5,1,1,0,0,0,0,0
-11495,32,43272,12,3,1,0,0,0,0,0,0
-100,62,41172,10,5,1,1,0,0,1,0,0
50513,51,8082,12,2,1,1,0,1,1,0,0
-3300,57,37569,12,4,1,0,0,0,1,0,0
7,33,27303,12,3,1,1,0,0,0,0,0
-6450,31,41292,12,4,1,1,0,0,1,0,0
165,28,23586,12,4,1,1,0,0,1,0,0
-450,59,25785,12,2,1,0,0,0,1,0,0
500,48,10800,9,2,0,0,0,0,0,0,0
-1600,35,30804,16,1,0,0,0,0,0,0,0
3600,58,18825,13,2,0,0,0,0,1,0,0
-2300,41,24486,6,4,1,1,0,0,1,0,0
20600,45,42618,18,5,1,0,0,1,1,0,0
-5475,60,25650,13,2,1,1,0,0,1,0,0
0,35,1560,6,4,1,0,0,0,0,0,0
81698,55,81840,16,2,1,1,0,1,1,0,0
-200,50,33243,9,2,1,1,0,0,1,0,0
-400,63,43902,9,2,1,0,0,0,1,0,0
-30590,35,55770,16,3,1,1,0,1,0,0,0
11289,46,20121,12,2,1,1,0,0,1,0,0
57,31,20436,10,4,1,1,0,0,1,0,0
62550,37,53835,12,4,1,1,1,0,1,0,0
2800,31,12870,12,1,0,0,0,0,1,0,0
-9700,29,31476,15,2,1,1,0,0,0,0,0
950,29,18450,16,3,1,0,0,0,1,0,0
100,31,25308,12,2,1,1,0,0,0,0,0
9635,56,23952,15,2,1,0,0,1,1,0,0
49,52,13773,10,3,0,0,0,0,0,0,0
-600,55,7989,11,2,0,0,0,0,1,0,0
-17275,26,34830,18,1,0,0,0,0,0,0,0
38200,39,109392,18,5,1,1,1,0,1,0,0
499,47,15330,9,2,0,0,0,0,1,0,0
24612,60,62700,16,3,1,0,0,1,1,0,0
-476,30,11703,12,1,0,0,0,0,0,0,0
