"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"male","cauc",1980 Q2,"kindergarten","regular+aide",413,444,"non-free","rural","master","level1",13,"cauc","40","76","31148"
"male","cauc",1980 Q1,"kindergarten","regular+aide",467,489,"free","suburban","bachelor","level1",5,"afam","22","51","31169"
"male","cauc",1980 Q3,"kindergarten","regular",411,449,"free","rural","bachelor","level1",8,"cauc","36","72","31193"
"female","cauc",1980 Q3,"kindergarten","small",451,528,"non-free","suburban","bachelor","level1",5,"cauc","25","58","31225"
"male","cauc",1979 Q4,"kindergarten","regular",439,489,"non-free","urban","bachelor","level1",8,"cauc","6","9","31238"
"male","cauc",1980 Q2,"kindergarten","regular",507,576,"non-free","rural","bachelor","apprentice",2,"cauc","16","40","31277"
"female","cauc",1980 Q2,"kindergarten","regular+aide",451,506,"non-free","rural","bachelor","level1",6,"cauc","10","13","31308"
"female","cauc",1980 Q3,"kindergarten","regular+aide",427,439,"free","urban","bachelor","level1",11,"cauc","6","9","31321"
"male","cauc",1979 Q3,"kindergarten","regular+aide",472,484,"non-free","rural","bachelor","level1",10,"cauc","34","68","31354"
"male","cauc",1978 Q4,"kindergarten","regular+aide",402,478,"free","urban","bachelor","level1",17,"cauc","2","2","31366"
"female","afam",1980 Q2,"kindergarten","regular",424,484,"free","inner-city","bachelor","probation",0,"afam","11","27","31389"
"male","cauc",1980 Q3,"kindergarten","small",427,506,"free","rural","bachelor","level1",8,"cauc","21","49","31450"
"female","cauc",1980 Q2,"kindergarten","small",483,506,"free","urban","bachelor","level1",11,"cauc","26","59","31484"
"male","cauc",1980 Q1,"kindergarten","regular",427,500,"non-free","rural","master","level1",15,"cauc","5","7","31553"
"male","cauc",1980 Q3,"kindergarten","regular",407,423,"non-free","rural","bachelor","level1",10,"cauc","35","70","31625"
"female","afam",1980 Q2,"kindergarten","regular+aide",425,528,"free","inner-city","bachelor","apprentice",1,"cauc","11","19","31662"
"female","cauc",1980 Q4,"kindergarten","small",460,484,"free","rural","master","level1",8,"cauc","34","68","31719"
"female","cauc",1980 Q2,"kindergarten","small",503,576,"non-free","suburban","master","level1",18,"cauc","17","41","31756"
"male","cauc",1980 Q2,"kindergarten","regular+aide",445,528,"free","rural","bachelor","level1",14,"cauc","35","70","31773"
"male","cauc",1979 Q4,"kindergarten","regular+aide",433,468,"non-free","rural","master","level1",21,"cauc","16","40","31830"
"male","cauc",1980 Q2,"kindergarten","small",413,423,"free","rural","bachelor","level1",15,"cauc","23","55","31853"
"female","afam",1980 Q1,"kindergarten","regular",407,439,"non-free","rural","master","level1",13,"cauc","24","56","31873"
"female","cauc",1980 Q1,"kindergarten","regular",451,500,"non-free","urban","bachelor","probation",0,"cauc","26","59","31905"
"male","afam",1980 Q1,"kindergarten","regular",413,449,"non-free","rural","master","level1",10,"cauc","1","1","31937"
"female","cauc",1980 Q1,"kindergarten","regular+aide",422,484,"non-free","rural","master","level1",3,"cauc","41","78","31953"
"female","afam",1979 Q4,"kindergarten","regular+aide",467,520,"free","inner-city","bachelor","level1",5,"afam","11","28","31974"
"male","cauc",1980 Q1,"kindergarten","regular+aide",422,559,"free","rural","master","level1",10,"cauc","36","72","32031"
"male","afam",1980 Q2,"kindergarten","regular+aide",376,354,"free","inner-city","master","level1",5,"cauc","11","33","32093"
"male","cauc",1980 Q1,"kindergarten","regular+aide",408,463,"non-free","rural","master","level1",3,"cauc","41","78","32112"
"female","cauc",1980 Q1,"kindergarten","small",403,429,"free","rural","bachelor","level1",4,"cauc","5","7","32161"
"female","cauc",1980 Q2,"kindergarten","regular",431,449,"free","suburban","bachelor","level1",11,"cauc","22","51","32172"
"male","cauc",1980 Q2,"kindergarten","small",425,423,"non-free","rural","bachelor","level1",2,"cauc","37","73","32221"
"female","cauc",1979 Q4,"kindergarten","regular",439,520,"free","rural","bachelor","level1",4,"cauc","15","39","32246"
"male","afam",1980 Q2,"kindergarten","regular",424,429,"free","rural","master","level1",13,"cauc","24","56","32268"
"male","cauc",1980 Q3,"kindergarten","regular",434,473,"non-free","suburban","bachelor","level1",8,"cauc","4","4","32281"
"male","cauc",1980 Q1,"kindergarten","regular",443,536,"non-free","rural","master","level1",13,"cauc","39","75","32305"
"male","cauc",1979 Q3,"kindergarten","regular",425,484,"non-free","urban","bachelor","level1",5,"cauc","13","37","32314"
"male","afam",1979 Q4,"kindergarten","small",460,500,"free","inner-city","master","level3",12,"cauc","11","15","32375"
"female","cauc",1980 Q1,"kindergarten","small",470,528,"non-free","suburban","bachelor","level1",5,"cauc","25","58","32399"
"male","afam",1980 Q3,"kindergarten","small",413,439,"free","inner-city","bachelor","apprentice",1,"cauc","11","26","32443"
"female","cauc",1979 Q4,"kindergarten","small",497,536,"free","rural","bachelor","level1",6,"cauc","34","68","32454"
"female","cauc",1979 Q4,"kindergarten","small",458,506,"non-free","rural","specialist","level2",8,"cauc","14","38","32503"
"male","afam",1979 Q4,"kindergarten","small",428,468,"free","inner-city","bachelor","apprentice",1,"cauc","11","33","32535"
"male","cauc",1980 Q2,"kindergarten","regular",455,489,"non-free","rural","master","level1",10,"cauc","1","1","32557"
"male","afam",1980 Q1,"kindergarten","regular+aide",474,536,"non-free","inner-city","bachelor","level1",10,"afam","11","27","32577"
"female","cauc",1979 Q4,"kindergarten","regular+aide",425,484,"non-free","suburban","master","level1",8,"cauc","28","61","32583"
"female","afam",1980 Q1,"kindergarten","regular+aide",419,444,"free","inner-city","bachelor","apprentice",1,"afam","11","14","32609"
"male","cauc",1980 Q3,"kindergarten","regular",443,478,"free","suburban","bachelor","level1",12,"cauc","18","46","32650"
"female","cauc",1980 Q2,"kindergarten","regular+aide",408,444,"free","rural","bachelor","level1",5,"cauc","31","64","32700"
"male","afam",1980 Q2,"kindergarten","regular+aide",440,576,"free","inner-city","bachelor","level1",10,"afam","11","27","32732"
"male","afam",1980 Q2,"kindergarten","small",436,489,"non-free","urban","master","level1",13,"cauc","13","37","32765"
"female","afam",1978 Q4,"kindergarten","regular+aide",413,468,"free","inner-city","bachelor","apprentice",1,"afam","11","14","32790"
"male","cauc",1980 Q3,"kindergarten","small",460,489,"non-free","suburban","master","level1",14,"afam","11","21","32842"
"male","cauc",1979 Q4,"kindergarten","regular+aide",448,528,"non-free","suburban","bachelor","level1",8,"afam","11","17","32871"
"male","cauc",1980 Q1,"kindergarten","small",440,484,"non-free","suburban","bachelor","probation",0,"cauc","18","43","32895"
"male","cauc",1979 Q3,"kindergarten","small",403,434,"free","urban","bachelor","level1",14,"cauc","6","9","32922"
"female","cauc",1980 Q3,"kindergarten","regular+aide",403,473,"free","rural","bachelor","level2",27,"cauc","35","70","32954"
"male","cauc",1980 Q3,"kindergarten","small",461,559,"non-free","suburban","master","level1",15,"cauc","22","51","33002"
"male","afam",1980 Q3,"kindergarten","small",430,494,"non-free","suburban","master","level1",14,"afam","11","21","33034"
"female","cauc",1980 Q3,"kindergarten","small",422,412,"free","rural","bachelor","level1",2,"cauc","37","73","33081"
"female","cauc",1980 Q1,"kindergarten","regular",440,559,"non-free","rural","master","level1",13,"cauc","39","75","33152"
"male","afam",1980 Q2,"kindergarten","regular",425,463,"free","inner-city","master","level1",15,"afam","11","26","33181"
"male","afam",1980 Q3,"kindergarten","small",439,449,"free","suburban","bachelor","level1",21,"cauc","11","20","33195"
"female","cauc",1979 Q4,"kindergarten","regular+aide",443,520,"non-free","suburban","bachelor","level1",5,"afam","22","51","33207"
"female","afam",1980 Q2,"kindergarten","regular+aide",460,489,"free","inner-city","bachelor","apprentice",1,"afam","11","14","33244"
"female","cauc",1979 Q4,"kindergarten","regular",448,500,"non-free","suburban","master","level1",22,"cauc","28","61","33254"
"male","cauc",1980 Q3,"kindergarten","regular+aide",453,459,"non-free","suburban","bachelor","level1",7,"cauc","22","54","33289"
"female","afam",1979 Q4,"kindergarten","regular+aide",456,559,"non-free","inner-city","bachelor","level1",10,"afam","11","27","33302"
"male","cauc",1980 Q2,"kindergarten","small",450,494,"free","urban","bachelor","level1",21,"cauc","20","48","33358"
"female","afam",1980 Q1,"kindergarten","regular+aide",461,547,"non-free","suburban","bachelor","apprentice",1,"afam","11","20","33407"
"male","afam",1979 Q3,"kindergarten","regular",411,449,"free","inner-city","master+","level1",8,"cauc","11","16","33417"
"male","cauc",1980 Q1,"kindergarten","regular",433,468,"free","urban","bachelor","level1",8,"cauc","6","9","33440"
"male","cauc",1980 Q1,"kindergarten","regular",439,500,"non-free","rural","bachelor","level1",13,"cauc","38","74","33584"
"female","afam",1980 Q2,"kindergarten","regular",455,473,"free","rural","master","level1",12,"cauc","31","65","33661"
"female","cauc",1979 Q1,"kindergarten","small",450,513,"non-free","rural","bachelor","level1",12,"cauc","21","50","33727"
"female","cauc",1980 Q1,"kindergarten","regular",433,513,"non-free","rural","master","level1",11,"cauc","39","75","33743"
"female","cauc",1980 Q1,"kindergarten","regular+aide",451,506,"non-free","suburban","bachelor","level1",17,"cauc","25","58","33759"
"female","cauc",1980 Q2,"kindergarten","regular+aide",451,478,"non-free","rural","bachelor","level1",4,"cauc","29","62","33788"
"male","afam",1980 Q2,"kindergarten","regular",390,444,"free","suburban","bachelor","level1",0,"cauc","11","17","33918"
"female","afam",1980 Q1,"kindergarten","small",419,500,"free","inner-city","bachelor","apprentice",2,"cauc","11","19","33968"
"female","afam",1980 Q3,"kindergarten","regular+aide",400,399,"free","inner-city","master","level1",17,"cauc","11","16","33995"
"female","cauc",1979 Q4,"kindergarten","regular",421,484,"non-free","suburban","master","level1",22,"cauc","28","61","34007"
"male","cauc",1979 Q4,"kindergarten","regular",427,520,"non-free","rural","bachelor","level2",10,"cauc","34","68","34055"
"male","afam",1980 Q1,"kindergarten","small",443,473,"free","inner-city","bachelor","level1",3,"afam","11","28","34177"
"male","afam",1980 Q1,"kindergarten","regular+aide",436,489,"free","inner-city","bachelor","apprentice",1,"cauc","11","19","34223"
"female","cauc",1979 Q3,"kindergarten","regular+aide",476,520,"non-free","suburban","bachelor","level1",18,"cauc","22","52","34329"
"female","cauc",1980 Q3,"kindergarten","small",456,494,"free","rural","bachelor","level1",4,"cauc","10","13","34345"
"male","cauc",1980 Q1,"kindergarten","regular",405,473,"free","rural","master","level1",12,"cauc","6","8","34383"
"male","afam",1980 Q1,"kindergarten","regular",410,439,"non-free","inner-city","master","probation",3,"afam","22","53","34416"
"female","cauc",1980 Q2,"kindergarten","small",487,528,"non-free","rural","bachelor","level1",11,"cauc","8","11","34429"
"female","cauc",1979 Q3,"kindergarten","regular",424,473,"free","rural","bachelor","level1",11,"cauc","21","49","34505"
"male","cauc",1980 Q2,"kindergarten","regular",472,547,"non-free","rural","master","level1",15,"cauc","5","7","34541"
"male","cauc",1980 Q1,"kindergarten","small",450,547,"non-free","rural","bachelor","level1",6,"cauc","35","69","34560"
"female","cauc",1980 Q3,"kindergarten","regular+aide",425,478,"non-free","rural","master","level1",8,"cauc","38","74","34587"
"female","cauc",1980 Q2,"kindergarten","regular+aide",390,434,"free","rural","bachelor","level1",10,"cauc","34","68","34606"
"male","afam",1980 Q2,"kindergarten","regular+aide",416,473,"free","inner-city","master","level1",10,"afam","11","28","34716"
"male","cauc",1980 Q3,"kindergarten","small",476,528,"non-free","rural","master+","level1",6,"cauc","5","7","34763"
"male","cauc",1980 Q1,"kindergarten","regular",425,459,"non-free","urban","bachelor","level1",3,"cauc","7","10","34784"
"female","cauc",1980 Q3,"kindergarten","small",436,463,"non-free","suburban","master","level1",17,"cauc","12","36","34907"
"male","afam",1979 Q4,"kindergarten","regular+aide",421,506,"free","suburban","bachelor","level1",8,"afam","11","17","34920"
"male","cauc",1979 Q3,"kindergarten","regular+aide",400,439,"non-free","rural","bachelor","level2",9,"cauc","5","7","34955"
"male","cauc",1978 Q1,"kindergarten","regular",393,418,"free","rural","bachelor","probation",0,"cauc","5","7","34977"
"male","cauc",1980 Q3,"kindergarten","regular",437,489,"non-free","rural","bachelor","apprentice",1,"cauc","4","6","34985"
"female","cauc",1980 Q3,"kindergarten","small",485,559,"non-free","suburban","master","level1",14,"afam","11","21","35019"
"female","cauc",1980 Q3,"kindergarten","regular+aide",545,513,"non-free","suburban","bachelor","level1",7,"cauc","22","54","35050"
"male","afam",1980 Q3,"kindergarten","small",391,412,"free","suburban","bachelor","level1",12,"afam","11","25","35083"
"female","afam",1979 Q4,"kindergarten","small",411,484,"non-free","inner-city","bachelor","level1",9,"cauc","22","53","35095"
"male","afam",1980 Q3,"kindergarten","regular",391,444,"free","inner-city","bachelor","level1",12,"cauc","18","45","35115"
"male","afam",1980 Q2,"kindergarten","small",421,449,"free","inner-city","bachelor","apprentice",1,"cauc","11","33","35133"
"male","cauc",1980 Q1,"kindergarten","regular+aide",425,489,"non-free","urban","bachelor","probation",0,"cauc","13","37","35152"
"female","cauc",1979 Q4,"kindergarten","regular+aide",480,576,"non-free","urban","master","level1",12,"cauc","7","10","35192"
"male","cauc",1979 Q4,"kindergarten","regular+aide",458,559,"non-free","rural","master","level1",11,"cauc","39","75","35288"
"female","cauc",1980 Q2,"kindergarten","regular+aide",463,459,"non-free","urban","bachelor","level1",11,"cauc","6","9","35342"
"female","afam",1980 Q1,"kindergarten","regular",458,536,"free","inner-city","bachelor","probation",0,"afam","11","27","35359"
"male","cauc",1979 Q4,"kindergarten","regular+aide",422,439,"non-free","suburban","bachelor","level1",5,"afam","22","51","35382"
"male","afam",1980 Q2,"kindergarten","small",490,478,"free","inner-city","master","level1",10,"afam","11","18","35405"
"male","afam",1979 Q4,"kindergarten","regular",408,449,"free","inner-city","master","probation",6,"cauc","11","33","35430"
"male","cauc",1980 Q2,"kindergarten","regular+aide",474,528,"non-free","suburban","bachelor","level1",17,"cauc","18","43","35470"
"male","afam",1979 Q4,"kindergarten","regular+aide",434,484,"free","inner-city","bachelor","level1",5,"afam","11","28","35511"
"female","afam",1980 Q1,"kindergarten","regular",419,468,"free","inner-city","bachelor","level1",11,"cauc","11","22","35535"
"male","cauc",1979 Q4,"kindergarten","regular+aide",474,576,"non-free","rural","master","level1",13,"cauc","40","76","35559"
"male","cauc",1980 Q2,"kindergarten","small",431,484,"non-free","suburban","master","level1",8,"cauc","25","58","35629"
"female","afam",1980 Q3,"kindergarten","small",422,494,"non-free","suburban","bachelor","probation",0,"cauc","11","23","35642"
"male","cauc",1980 Q2,"kindergarten","small",478,520,"non-free","suburban","master","level1",17,"cauc","12","36","35709"
"female","cauc",1979 Q4,"kindergarten","regular",408,454,"free","rural","bachelor","level1",16,"cauc","29","62","35734"
"female","cauc",1980 Q3,"kindergarten","regular",403,444,"non-free","rural","bachelor","level1",4,"cauc","15","39","35754"
"male","cauc",1980 Q2,"kindergarten","regular",480,520,"non-free","urban","bachelor","level1",5,"cauc","6","9","35772"
